UserID,YOB,Age,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,votes,Q122771,Q120472,Q120194,Q119650,Q118232,Q117186,Q117193,Q116881,Q116197,Q115777,Q115899,Q114386,Q113583,Q113584,Q111580,Q110740,Q108950,Q108855,Q108342,Q106997,Q102089,Q108856,Q101162,Q101163,Q99982,Q98059,Q122769,Q118233,Q118237,Q122770,Q124742,Q116797,Q122120,Q116953,Q116601,Q116441,Q116448,Q121699,Q115602,Q121700,Q115610,Q115611,Q120978,Q115390,Q114961,Q114748,Q115195,Q114517,Q121011,Q113992,Q114152,Q120379,Q120650,Q113181,Q112478,Q112512,Q112270,Q111848,Q124122,Q111220,Q123464,Q109367,Q120012,Q109244,Q120014,Q108617,Q119851,Q108754,Q119334,Q108343,Q107869,Q107491,Q106993,Q123621,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q118892,Q118117,Q101596,Q100689,Q100680,Q100562,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98078,Q98197,Q96024
2577,1972,42,Male,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Republican,1,99,Public,Science,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Talk,Technology,Demanding,PC,Risk-friendly,Yes!,In-person,Grrr people,Rent,Space,Optimist,Dad,Nope,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
2578,1988,26,Female,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,1,72,Public,Science,Try first,Giving,Idealist,Hot headed,Standard hours,Happy,A.M.,End,Circumstances,Mysterious,Talk,Technology,Supportive,PC,Risk-friendly,Yes!,In-person,Grrr people,Own,Space,Pessimist,Mom,Check!,Only-child,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes
2580,1983,31,Male,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Libertarian,1,76,Public,Science,Try first,Receiving,Pragmatist,Hot headed,Odd hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,Technology,Demanding,Mac,Cautious,Umm...,In-person,Grrr people,Rent,Space,Pessimist,Dad,Nope,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
2583,1972,42,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Republican,1,82,Public,Art,Study first,Giving,Pragmatist,Cool headed,Odd hours,Right,P.M.,End,Me,Mysterious,Tunes,Technology,Supportive,PC,Risk-friendly,Umm...,Online,Grrr people,Rent,Socialize,Pessimist,Dad,Check!,Only-child,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
2585,1940,74,Female,"$75,000 - $100,000",Single (w/kids),Doctoral Degree,Republican,1,39,Public,Science,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,A.M.,End,Me,Mysterious,Talk,People,Supportive,Mac,Cautious,Umm...,In-person,Yay people!,Own,Space,Optimist,Mom,Check!,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
2586,1964,50,Male,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,Republican,1,25,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Right,P.M.,End,Me,TMI,Talk,People,Supportive,PC,Risk-friendly,Umm...,In-person,Grrr people,Own,Space,Optimist,Dad,Nope,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
2587,1970,44,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,0,21,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Right,A.M.,End,Me,Mysterious,Talk,People,Demanding,Mac,Cautious,Yes!,In-person,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
2588,1981,33,Female,"$25,001 - $50,000",Married (no kids),Bachelor's Degree,Republican,1,75,Public,Art,Study first,Giving,Idealist,Hot headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,People,Supportive,Mac,Cautious,Yes!,Online,Grrr people,Rent,Space,Pessimist,Mom,Nope,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No
2591,1997,17,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Democrat,1,101,Private,Art,Study first,Receiving,Idealist,Hot headed,Standard hours,Right,P.M.,Start,Circumstances,Mysterious,Tunes,People,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Mom,Nope,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No
2592,1950,64,Male,"$50,000 - $74,999",Married (no kids),Master's Degree,Republican,1,99,Public,Art,Study first,Giving,Idealist,Cool headed,Odd hours,Right,P.M.,Start,Me,TMI,Tunes,Technology,Supportive,Mac,Cautious,Umm...,Online,Yay people!,Own,Space,Pessimist,Dad,Check!,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
2593,1979,35,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Independent,0,33,Public,Art,Study first,Giving,Idealist,Hot headed,Standard hours,Right,P.M.,End,Me,Mysterious,Talk,Technology,Demanding,Mac,Cautious,Umm...,In-person,Grrr people,Own,Space,Optimist,Mom,Nope,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
2594,1994,20,Female,"$25,001 - $50,000",Single (no kids),Current K-12,Democrat,0,97,Public,Art,Study first,Giving,Idealist,Cool headed,Odd hours,Right,P.M.,Start,Me,TMI,Tunes,Technology,Demanding,Mac,Cautious,Umm...,Online,Grrr people,Rent,Space,Pessimist,Mom,Check!,Only-child,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
2595,1949,65,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Independent,1,83,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Me,Mysterious,Tunes,People,Demanding,PC,Cautious,Yes!,In-person,Yay people!,Own,Space,Optimist,Dad,Nope,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
2596,1999,15,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,1,92,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Right,P.M.,Start,Circumstances,Mysterious,Talk,Technology,Supportive,PC,Cautious,Umm...,In-person,Grrr people,Rent,Space,Optimist,Dad,Nope,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes
2598,1996,18,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Republican,1,46,Public,Science,Study first,Receiving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,People,Demanding,PC,Cautious,Umm...,In-person,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
2600,1971,43,Female,"$100,001 - $150,000",Married (no kids),Master's Degree,Democrat,1,66,Public,Art,Try first,Giving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,End,Circumstances,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Umm...,Online,Grrr people,Own,Space,Optimist,Mom,Check!,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No
2604,1980,34,Male,"under $25,000",Single (no kids),Bachelor's Degree,Libertarian,0,62,Public,Science,Study first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,Start,Me,TMI,Talk,Technology,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Rent,Socialize,Pessimist,Dad,Nope,Only-child,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
2610,1995,19,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Independent,0,99,Public,Science,Study first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,End,Circumstances,Mysterious,Tunes,People,Supportive,PC,Cautious,Yes!,In-person,Grrr people,Rent,Space,Optimist,Mom,Nope,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2611,1971,43,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,Libertarian,0,54,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,Start,Me,Mysterious,Talk,Technology,Supportive,Mac,Cautious,Umm...,In-person,Grrr people,Rent,Space,Pessimist,Mom,Check!,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No
2612,1965,49,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,0,94,Public,Science,Try first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,End,Me,TMI,Tunes,Technology,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Own,Space,Optimist,Dad,Nope,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
2613,1998,16,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Democrat,1,101,Public,Art,Try first,Receiving,Idealist,Hot headed,Standard hours,Happy,P.M.,Start,Me,TMI,Tunes,People,Demanding,PC,Cautious,Yes!,In-person,Yay people!,Own,Space,Pessimist,Dad,Nope,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes
2615,1980,34,Male,"$50,000 - $74,999",Married (no kids),High School Diploma,Independent,0,95,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,Start,Circumstances,TMI,Tunes,Technology,Demanding,PC,Cautious,Yes!,In-person,Grrr people,Own,Space,Pessimist,Dad,Check!,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes
2616,1985,29,Female,"$50,000 - $74,999",Married (w/kids),Associate's Degree,Libertarian,1,99,Public,Science,Try first,Giving,Idealist,Hot headed,Odd hours,Right,P.M.,End,Me,TMI,Tunes,People,Supportive,PC,Risk-friendly,Yes!,In-person,Grrr people,Own,Socialize,Pessimist,Dad,Check!,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
2617,1994,20,Female,"under $25,000",Single (no kids),High School Diploma,Independent,0,61,Public,Art,Study first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,End,Me,TMI,Talk,People,Demanding,Mac,Cautious,Umm...,Online,Grrr people,Rent,Space,Pessimist,Mom,Check!,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No
2618,1984,30,Female,"$25,001 - $50,000",Single (no kids),High School Diploma,Independent,0,49,Public,Art,Try first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,End,Circumstances,TMI,Tunes,People,Supportive,PC,Risk-friendly,Umm...,Online,Grrr people,Own,Space,Pessimist,Mom,Nope,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
2620,1988,26,Female,"$50,000 - $74,999",Single (no kids),Current Undergraduate,Democrat,0,43,Public,Art,Study first,Receiving,Idealist,Hot headed,Odd hours,Happy,P.M.,Start,Circumstances,TMI,Talk,Technology,Demanding,PC,Cautious,Umm...,Online,Grrr people,Own,Space,Pessimist,Dad,Check!,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No
2621,1988,26,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Independent,1,101,Public,Science,Try first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Me,TMI,Tunes,Technology,Supportive,PC,Cautious,Yes!,Online,Grrr people,Rent,Space,Optimist,Dad,Nope,Only-child,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No
2626,1962,52,Male,"$50,000 - $74,999",Single (no kids),Current Undergraduate,Libertarian,1,84,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Right,P.M.,Start,Me,TMI,Talk,Technology,Supportive,PC,Cautious,Umm...,In-person,Yay people!,Own,Space,Optimist,Dad,Nope,Only-child,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
2627,1948,66,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,1,57,Public,Art,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,End,Circumstances,TMI,Tunes,Technology,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
2628,1992,22,Female,"under $25,000",Single (w/kids),Current Undergraduate,Other,1,101,Public,Science,Try first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,End,Me,Mysterious,Tunes,Technology,Demanding,PC,Cautious,Umm...,In-person,Grrr people,Rent,Space,Optimist,Dad,Nope,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
2629,1974,40,Male,"under $25,000",Single (no kids),Associate's Degree,Libertarian,0,44,Private,Science,Study first,Receiving,Pragmatist,Cool headed,Standard hours,Right,P.M.,Start,Circumstances,TMI,Tunes,Technology,Demanding,PC,Cautious,Umm...,Online,Grrr people,Rent,Space,Pessimist,Dad,Nope,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No
2630,1974,40,Female,"$75,000 - $100,000",Married (w/kids),Associate's Degree,Other,1,63,Public,Science,Study first,Receiving,Idealist,Hot headed,Odd hours,Happy,P.M.,End,Me,TMI,Tunes,People,Supportive,Mac,Cautious,Yes!,Online,Grrr people,Own,Socialize,Optimist,Dad,Check!,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
2632,1991,23,Female,"under $25,000",Single (no kids),Current Undergraduate,Independent,1,82,Public,Science,Study first,Giving,Idealist,Hot headed,Odd hours,Happy,A.M.,Start,Me,TMI,Tunes,People,Supportive,PC,Cautious,Umm...,Online,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes
2633,1970,44,Male,"$75,000 - $100,000",Married (no kids),High School Diploma,Republican,1,40,Public,Art,Study first,Receiving,Idealist,Hot headed,Standard hours,Right,P.M.,Start,Circumstances,Mysterious,Tunes,Technology,Supportive,PC,Cautious,Umm...,In-person,Grrr people,Own,Space,Pessimist,Dad,Check!,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No
2634,1950,64,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Republican,1,40,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,Start,Me,TMI,Talk,Technology,Supportive,PC,Risk-friendly,Umm...,Online,Yay people!,Own,Space,Pessimist,Mom,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
